utm_campaign,condition,facultyShown,peerCounts
HT-196caa19-c9cb-4e8d-9376-c0cbfcb7aac0,treatment,"[""Stefan France"",""Raphael F. Ribeiro"",""Nadia G. Leonard"",""Edgar A. Arriaga"",""Sidney Wilkersonhill"",""Adegboyega Yomi Oyelere"",""Melissa Ramirez"",""Squire J. Booker"",""Theodore Goodson III"",""Jose A. Rodriguez"",""Ivan A. Moreno-Hernandez"",""Joaquin Rodriguez-Lopez"",""Richmond Sarpong"",""Isaac Garcia Bosch"",""Monica Olvera De La Cruz"",""Francesco Evangelista"",""Laura M.K. Dassama"",""Samson A. Jenekhe"",""Gabriel Gomes"",""Carlos J. Bustamante"",""Kevin D. Walker"",""Luisa Whittakerbrooks"",""Gustavo Scuseria"",""Stephen Maldonado"",""Robert J. Gilliard Jr."",""Oleta Johnson""]","[""California Institute of Technology"",""Massachusetts Institute of Technology"",""University of California, Berkeley"",""Harvard University"",""Stanford University"",""Northwestern University"",""Princeton University"",""University of Chicago"",""University of Illinois Urbana-Champaign"",""Columbia University"",""Cornell University"",""Yale University"",""University of Michigan"",""University of Wisconsin-Madison"",""University of California, Los Angeles"",""University of North Carolina at Chapel Hill"",""University of Texas at Austin"",""Georgia Institute of Technology"",""Johns Hopkins University"",""Ohio State University"",""University of California, San Diego"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of Washington"",""Duke University"",""Purdue University"",""Rice University"",""Texas A&M University"",""University of Colorado Boulder"",""University of Minnesota"",""Emory University"",""Pennsylvania State University"",""University of Florida"",""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia""]"
HT-1d35487e-f7a4-46ab-a24e-c901f8317750,treatment,,
HT-1d35487e-f7a4-46ab-a24e-c901f8317750,treatment,,
HT-1d35487e-f7a4-46ab-a24e-c901f8317750,treatment,,
HT-1d35487e-f7a4-46ab-a24e-c901f8317750,treatment,"[""Stefan France"",""Raphael F. Ribeiro"",""Nadia G. Leonard"",""Edgar A. Arriaga"",""Sidney Wilkersonhill"",""Adegboyega Yomi Oyelere"",""Melissa Ramirez"",""Squire J. Booker"",""Theodore Goodson III"",""Jose A. Rodriguez"",""Ivan A. Moreno-Hernandez"",""Joaquin Rodriguez-Lopez"",""Richmond Sarpong"",""Isaac Garcia Bosch"",""Monica Olvera De La Cruz"",""Francesco Evangelista"",""Laura M.K. Dassama"",""Samson A. Jenekhe"",""Gabriel Gomes"",""Carlos J. Bustamante"",""Kevin D. Walker"",""Luisa Whittakerbrooks"",""Gustavo Scuseria"",""Stephen Maldonado"",""Robert J. Gilliard Jr."",""Oleta Johnson""]","[""California Institute of Technology"",""Massachusetts Institute of Technology"",""University of California, Berkeley"",""Harvard University"",""Stanford University"",""Northwestern University"",""Princeton University"",""University of Chicago"",""University of Illinois Urbana-Champaign"",""Cornell University"",""Yale University"",""University of Michigan"",""University of Wisconsin-Madison"",""University of California, Los Angeles"",""University of North Carolina at Chapel Hill"",""University of Pennsylvania"",""University of Texas at Austin"",""Georgia Institute of Technology"",""Johns Hopkins University"",""Ohio State University"",""University of California, San Diego"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of Washington"",""Duke University"",""Purdue University"",""Rice University"",""Texas A&M University"",""University of Colorado Boulder"",""University of Minnesota"",""Emory University"",""Pennsylvania State University"",""University of Florida"",""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia""]"
HT-67c0f912-79a2-48f3-9cdc-1882f1cf4a7e,treatment,"[""Luis R. De Jesus Baez"",""Lakeisha Mcclary"",""Terefe G. Habteyes"",""Diego Alzate-Sanchez"",""Mariana Torrente"",""Gene Hall"",""Victor Garcia Lopez"",""Pere Miro"",""Briana Simms"",""Carlos E. Crespo-Hernandez"",""Columba De La Parra"",""Ignacio Franco"",""Daniel Kuroda"",""Zakiya Wilson-Kennedy"",""Wayne Harding"",""Damilola Daramola"",""Erik A. Rodriguez"",""Christopher Blaszczak-Boxe"",""Yolanda A. Small"",""Ampofo K. Darko"",""Alfredo Angeles-Boza"",""Rosina M. Georgiadis"",""Jean Rivera-Rios"",""Daniel A. Scherson"",""Carlos E. Manzanares"",""Boniface P. T. Fokwa"",""Malika Jeffriesel"",""Samuel G. Awuah"",""Carlos D. Garcia Perez"",""Jeanluc Ayitou"",""Marcelo I. Guzman"",""Arturo Vegas"",""Thiago Monteiro Araujo Dos Santos"",""Naphtali Oconnor"",""Maria Contel"",""Tendai Gadzikwa"",""Noe T. Alvarez"",""Mande Holford"",""Guillermo Geronanavarro""]","[""University of Rochester"",""Boston University"",""Brandeis University"",""Rutgers University-New Brunswick"",""Tufts University"",""University of Iowa"",""University of Kansas"",""Virginia Tech"",""Baylor University"",""Case Western Reserve University"",""Northeastern University"",""University at Buffalo"",""University of California, Riverside"",""University of Illinois Chicago"",""Oregon State University"",""University of Connecticut"",""University of Houston"",""Wayne State University"",""Colorado School of Mines"",""Rensselaer Polytechnic Institute"",""University of California, Santa Cruz"",""University of South Carolina"",""University of Tennessee"",""Clemson University"",""Graduate Center, CUNY"",""Kansas State University"",""Louisiana State University"",""Syracuse University"",""University of Cincinnati"",""University of Kentucky"",""University of Nebraska-Lincoln"",""University of New Mexico"",""Washington State University"",""Auburn University"",""Binghamton University"",""Georgetown University"",""Tulane University"",""University of Alabama"",""University of Missouri"",""George Washington University""]"
HT-3ac158b1-3d21-43cc-be1f-07c607ad54f5,treatment,,
HT-234c60f8-9911-4b59-b33a-ef26a0df24d5,treatment,,
HT-1d35487e-f7a4-46ab-a24e-c901f8317750,treatment,"[""Stefan France"",""Raphael F. Ribeiro"",""Nadia G. Leonard"",""Edgar A. Arriaga"",""Sidney Wilkersonhill"",""Adegboyega Yomi Oyelere"",""Melissa Ramirez"",""Squire J. Booker"",""Theodore Goodson III"",""Jose A. Rodriguez"",""Ivan A. Moreno-Hernandez"",""Joaquin Rodriguez-Lopez"",""Richmond Sarpong"",""Isaac Garcia Bosch"",""Monica Olvera De La Cruz"",""Francesco Evangelista"",""Laura M.K. Dassama"",""Samson A. Jenekhe"",""Gabriel Gomes"",""Carlos J. Bustamante"",""Kevin D. Walker"",""Luisa Whittakerbrooks"",""Gustavo Scuseria"",""Stephen Maldonado"",""Robert J. Gilliard Jr."",""Oleta Johnson""]","[""California Institute of Technology"",""Massachusetts Institute of Technology"",""University of California, Berkeley"",""Harvard University"",""Stanford University"",""Northwestern University"",""Princeton University"",""University of Chicago"",""University of Illinois Urbana-Champaign"",""Cornell University"",""Yale University"",""University of Michigan"",""University of Wisconsin-Madison"",""University of California, Los Angeles"",""University of North Carolina at Chapel Hill"",""University of Pennsylvania"",""University of Texas at Austin"",""Georgia Institute of Technology"",""Johns Hopkins University"",""Ohio State University"",""University of California, San Diego"",""University of California, Irvine"",""University of California, Santa Barbara"",""University of Washington"",""Duke University"",""Purdue University"",""Rice University"",""Texas A&M University"",""University of Colorado Boulder"",""University of Minnesota"",""Emory University"",""Pennsylvania State University"",""University of Florida"",""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia""]"
HT-4353c061-6308-42aa-92dc-4c1030a3c3a9,treatment,"[""Emil Hernandez-Pagan"",""Gustavo Scuseria"",""Francesco Evangelista"",""Ignacio Franco"",""Steven D. Townsend"",""Gregory H. Robinson"",""Kevin D. Walker"",""Squire J. Booker"",""Tania Lupoli"",""Jocelyn Alcantara-Garcia"",""Sharon L. Neal"",""Marc Anton Walters"",""Raphael F. Ribeiro"",""Samson A. Jenekhe"",""Rosina M. Georgiadis"",""Melissa Ramirez"",""Gabriel Gomes"",""Arturo Vegas"",""Ivan A. Moreno-Hernandez"",""Andrea Locke"",""Elon Ison"",""Isaac Garcia Bosch"",""Katrina Miranda"",""Luisa Whittakerbrooks"",""Malika Jeffriesel"",""Nadia G. Leonard"",""Stefano Sacanna"",""Rena A. S. Robinson"",""Phil Castellano"",""Edgar A. Arriaga"",""Claudia Avalos"",""Alisha Jones""]","[""University of California, Santa Barbara"",""University of Washington"",""Duke University"",""Purdue University"",""Rice University"",""Texas A&M University"",""University of Colorado Boulder"",""University of Minnesota"",""Emory University"",""Pennsylvania State University"",""University of Florida"",""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia"",""Washington University in St. Louis"",""University of Maryland, College Park"",""University of Southern California"",""Vanderbilt University"",""Arizona State University"",""Brown University"",""Colorado State University"",""Iowa State University"",""New York University"",""University of Arizona"",""University of Massachusetts Amherst"",""Boston College"",""Dartmouth College"",""Florida State University"",""North Carolina State University"",""Stony Brook University"",""University of Delaware"",""University of Georgia"",""University of Oregon"",""University of Rochester"",""Boston University"",""Brandeis University""]"
HT-0cfa416d-14f2-4aa8-b702-086adf7893a6,treatment,"[""Rosina M. Georgiadis"",""Claudia Avalos"",""Gene Hall"",""Sharon L. Neal"",""Jocelyn Alcantara-Garcia"",""Steven D. Townsend"",""Stefano Sacanna"",""Phil Castellano"",""Pere Miro"",""Diego Alzate-Sanchez"",""Jeanluc Ayitou"",""Boniface P. T. Fokwa"",""Carlos E. Crespo-Hernandez"",""Daniel A. Scherson"",""Elon Ison"",""Kevin D. Walker"",""Katrina Miranda"",""Thiago Monteiro Araujo Dos Santos"",""Malika Jeffriesel"",""Gabriel Gomes"",""Carlos E. Manzanares"",""Emil Hernandez-Pagan"",""Andrea Locke"",""Luisa Whittakerbrooks"",""Isaac Garcia Bosch"",""Jean Rivera-Rios"",""Ignacio Franco"",""Arturo Vegas"",""Luis R. De Jesus Baez"",""Tania Lupoli"",""Rena A. S. Robinson"",""Damilola Daramola"",""Gregory H. Robinson"",""Marc Anton Walters"",""Alisha Jones""]","[""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia"",""Washington University in St. Louis"",""University of Maryland, College Park"",""University of Notre Dame"",""University of Southern California"",""Vanderbilt University"",""Arizona State University"",""Brown University"",""Colorado State University"",""Iowa State University"",""New York University"",""University of Arizona"",""University of Massachusetts Amherst"",""Boston College"",""Florida State University"",""North Carolina State University"",""Stony Brook University"",""University of Delaware"",""University of Georgia"",""University of Oregon"",""University of Rochester"",""Boston University"",""Brandeis University"",""Rutgers University-New Brunswick"",""Tufts University"",""University of Iowa"",""University of Kansas"",""Virginia Tech"",""Baylor University"",""Case Western Reserve University"",""Northeastern University"",""University at Buffalo"",""University of California, Riverside"",""University of Illinois Chicago""]"
HT-9f2e21fc-a87d-41b0-b9f1-2ff2cd736ac4,treatment,"[""Gerardo Gamez"",""Tobi Odeleye"",""Tendai Gadzikwa"",""Ampofo K. Darko"",""Noe T. Alvarez"",""Briana Simms"",""Suazette Reid Mooring"",""Aleeta M. Powe"",""Candice Bridge"",""Maria Contel"",""Omowunmi Sadik"",""Karin Chumbimunitorres"",""Christian Agatemor"",""Rabi Ann Musah"",""Mande Holford"",""Victor Garcia Lopez"",""Mariana Torrente"",""Terefe G. Habteyes"",""Sara Casado Zapico"",""Elizabeth Duran"",""Christopher Blaszczak-Boxe"",""Carlos D. Garcia Perez"",""Guillermo Geronanavarro"",""Lakeisha Mcclary"",""Zakiya Wilson-Kennedy"",""Columba De La Parra"",""Samuel G. Awuah"",""Frederick A. Luzzio"",""Erik A. Rodriguez"",""Jorge A. Morales"",""Daniel Kuroda"",""Yolanda A. Small"",""Edgardo Farinas"",""Marcelo I. Guzman"",""Wayne Harding"",""Naphtali Oconnor""]","[""University of South Carolina"",""University of Tennessee"",""Clemson University"",""Graduate Center, CUNY"",""Kansas State University"",""Louisiana State University"",""Syracuse University"",""University of Cincinnati"",""University of Kentucky"",""University of Nebraska-Lincoln"",""University of New Mexico"",""Washington State University"",""Auburn University"",""Binghamton University"",""Georgetown University"",""Tulane University"",""University of Alabama"",""University of Missouri"",""George Washington University"",""Georgia State University"",""Texas Tech University"",""University at Albany, SUNY"",""University of Maryland, Baltimore County"",""University of Miami"",""University of Oklahoma"",""West Virginia University"",""Drexel University"",""Ohio University"",""Oklahoma State University-Stillwater"",""University of Central Florida"",""University of Louisville"",""University of New Hampshire"",""University of South Florida"",""University of Texas at Dallas"",""University of Texas at San Antonio"",""Utah State University"",""Virginia Commonwealth University"",""New Jersey Institute of Technology"",""University of Alabama at Birmingham"",""University of Mississippi""]"
HT-1e14463e-7396-4097-a334-2f45ea235c71,treatment,"[""Rosina M. Georgiadis"",""Claudia Avalos"",""Gene Hall"",""Sharon L. Neal"",""Jocelyn Alcantara-Garcia"",""Steven D. Townsend"",""Stefano Sacanna"",""Phil Castellano"",""Pere Miro"",""Diego Alzate-Sanchez"",""Jeanluc Ayitou"",""Boniface P. T. Fokwa"",""Carlos E. Crespo-Hernandez"",""Daniel A. Scherson"",""Elon Ison"",""Kevin D. Walker"",""Katrina Miranda"",""Thiago Monteiro Araujo Dos Santos"",""Malika Jeffriesel"",""Gabriel Gomes"",""Carlos E. Manzanares"",""Emil Hernandez-Pagan"",""Andrea Locke"",""Luisa Whittakerbrooks"",""Isaac Garcia Bosch"",""Jean Rivera-Rios"",""Ignacio Franco"",""Arturo Vegas"",""Luis R. De Jesus Baez"",""Tania Lupoli"",""Rena A. S. Robinson"",""Damilola Daramola"",""Gregory H. Robinson"",""Marc Anton Walters"",""Alisha Jones""]","[""University of Utah"",""Carnegie Mellon University"",""Indiana University Bloomington"",""University of California, Davis"",""Michigan State University"",""University of Pittsburgh"",""University of Virginia"",""Washington University in St. Louis"",""University of Maryland, College Park"",""University of Notre Dame"",""University of Southern California"",""Vanderbilt University"",""Arizona State University"",""Brown University"",""Colorado State University"",""Iowa State University"",""New York University"",""University of Arizona"",""University of Massachusetts Amherst"",""Boston College"",""Florida State University"",""North Carolina State University"",""Stony Brook University"",""University of Delaware"",""University of Georgia"",""University of Oregon"",""University of Rochester"",""Boston University"",""Brandeis University"",""Rutgers University-New Brunswick"",""Tufts University"",""University of Iowa"",""University of Kansas"",""Virginia Tech"",""Baylor University"",""Case Western Reserve University"",""Northeastern University"",""University at Buffalo"",""University of California, Riverside"",""University of Illinois Chicago""]"
